"designation","is_creation_needed_in_unee_t","unee_t_unit_type","is_obsolete","order","area_id","description","tower","address_1","address_2","zip_postal_code","city","state","country_code","external_id","external_system_id","external_table","created_by_id","syst_created_datetime","creation_system_id","creation_method","updated_by_id","syst_updated_datetime","update_system_id","update_method"
"The Sail - 1","1","Condominium","0","0","CBD","  .","1","6 Marina Boulevard","","18985","Singapore","","Singapore","39","ipi_hmlet","db_sourcing_ls_0_condo","2"
"MBS - 1","1","Condominium","0","0","CBD","  .","1","Marina Bay Suites","","18965","Singapore","","Singapore","40","ipi_hmlet","db_sourcing_ls_0_condo","2"
"467 Joo Chiat - 1","1","Condominium","0","","East"," .","1","467 Joo Chiat Road","","427678","Singapore","","Singapore","55","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Joo Chiat - 1","1","Condominium","0","0","East"," .","1","339 Joo Chiat Road","","427591","Singapore","","Singapore","41","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Amber Gardens - 1","0","Condominium","1","0","East","  .","1","32 Amber Gardens","","439965","Singapore","","Singapore","43","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Tanjong Katong - 1","1","Condominium","0","0","East"," .","1","332 Tanjong Katong","","437110","Singapore","","Singapore","47","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Lorong G - 1","1","Condominium","0","0","East"," .","1","10 Lorong G Telok Kurau","","426175","Singapore","","Singapore","48","ipi_hmlet","db_sourcing_ls_0_condo","2"
"CSR - 1","0","Condominium","1","0","Little India","  .","1","4 Kitchener Link","","208539","Singapore","","Singapore","34","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Starlight - 1","0","Condominium","1","0","Little India","  .","1","9 Starlight Road","","217762","Singapore","","Singapore","35","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Upper Weld - 1","1","Condominium","0","0","Little India","","1","19 Upper Weld Road","","207376","Singapore","","Singapore","42","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Sam Leong - 1","1","Condominium","0","0","Little India","  .","1","22 Sam Leong Road","","207913","Singapore","","Singapore","46","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Liberte - 1","1","Condominium","0","","Newton - Orchard","  .","1","","","","","","Singapore","60","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Carinhill - 1","1","Condominium","0","0","Newton - Orchard","  .","1","4 CarinhillRise","","229740","Singapore","","Singapore","44","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Sarkies - 1","1","Condominium","0","0","Newton - Orchard","","1","6 Sarkies Road","","258126","Singapore","","Singapore","45","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Urbana - 1","1","Condominium","0","","River Valley","  .","1","1 River Valley Close","","238427","Singapore","","Singapore","54","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Riverwalk - 1","1","Condominium","0","0","River Valley","  .","1","20 Upper Circular Rd","","58416","Singapore","","Singapore","33","ipi_hmlet","db_sourcing_ls_0_condo","2"
"UES - 1","1","Condominium","0","0","River Valley","","1","205 River Valley Road","","238274","Singapore","","Singapore","36","ipi_hmlet","db_sourcing_ls_0_condo","2"
"UES - 2","1","Condominium","0","0","River Valley","","2","207 River Valley Road","","238275","Singapore","","Singapore","36","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Regalia - 1","0","Condominium","0","0","River Valley","  .","1","2 River Valley Close","","238428","Singapore","","Singapore","38","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Emerald Garden - 1","1","Condominium","0","0","River Valley","  .","1","","","","","","Singapore","50","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Dover ParkView - A","0","Condominium","1","20","One North","  .","A","38 Dover Rise","","138684","Singapore","","Singapore","2","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Dover ParkView - B","0","Condominium","1","20","One North","  .","B","36 Dover Rise","","138685","Singapore","","Singapore","2","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Dover ParkView - C","0","Condominium","1","20","One North","  .","C","32 Dover Rise","","138686","Singapore","","Singapore","2","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Dover ParkView - D","0","Condominium","1","20","One North","  .","D","30 Dover Rise","","138687","Singapore","","Singapore","2","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Heritage View - A","1","Condominium","0","30","One North","  .","A","8 Dover Rise","","138679","Singapore","","Singapore","3","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Heritage View - B","1","Condominium","0","30","One North","  .","B","10 Dover Rise","","138680","Singapore","","Singapore","3","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Heritage View - C","1","Condominium","0","30","One North","  .","C","6 Dover Rise","","138678","Singapore","","Singapore","3","ipi_hmlet","db_sourcing_ls_0_condo","2"
"One North - 7","1","Condominium","0","40","One North"," .","7","7 OneNorth Gateway","","138642","Singapore","","Singapore","7","ipi_hmlet","db_sourcing_ls_0_condo","2"
"One North - B","1","Condominium","0","40","One North"," .","B","7 OneNorth Gateway","","138642","Singapore","","Singapore","7","ipi_hmlet","db_sourcing_ls_0_condo","2"
"One North - C","1","Condominium","0","40","One North"," .","C","7 OneNorth Gateway","","138642","Singapore","","Singapore","7","ipi_hmlet","db_sourcing_ls_0_condo","2"
